  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Umbral      Jan 01 2024 16:42:32.109375000   Jan 01 2024 17:16:43.664062500      34.192578125
Earth Umbral      Jan 01 2024 16:54:36.136718750   Jan 01 2024 17:28:46.496093750      34.172656250
Earth Penumbral   Jan 01 2024 16:54:26.441406250   Jan 01 2024 17:28:56.191406250      34.495833333
Earth Umbral      Jan 01 2024 17:04:20.312500000   Jan 01 2024 17:38:28.878906250      34.142773437
Earth Penumbral   Jan 01 2024 17:04:10.617187500   Jan 01 2024 17:38:38.507812500      34.464843750
Earth Umbral      Jan 01 2024 17:11:36.667968750   Jan 01 2024 17:45:47.027343750      34.172656250
Earth Penumbral   Jan 01 2024 17:11:27.039062500   Jan 01 2024 17:45:56.656250000      34.493619792
Earth Umbral      Jan 01 2024 17:19:47.210937500   Jan 01 2024 17:54:00.226562500      34.216927083
Earth Penumbral   Jan 01 2024 17:19:37.582031250   Jan 01 2024 17:54:09.921875000      34.538997396
Earth Umbral      Jan 01 2024 17:30:56.187500000   Jan 01 2024 18:05:06.746093750      34.175976562
Earth Penumbral   Jan 01 2024 17:30:46.558593750   Jan 01 2024 18:05:16.375000000      34.496940104
Earth Penumbral   Jan 01 2024 17:42:49.457031250   Jan 01 2024 18:17:16.218750000      34.446028646
Earth Umbral      Jan 01 2024 17:42:59.085937500   Jan 01 2024 18:17:06.589843750      34.125065104
Earth Umbral      Jan 01 2024 17:52:40.539062500   Jan 01 2024 18:26:49.703125000      34.152734375
Earth Penumbral   Jan 01 2024 17:52:30.843750000   Jan 01 2024 18:26:59.398437500      34.475911458
Earth Penumbral   Jan 01 2024 17:59:49.789062500   Jan 01 2024 18:34:20.800781250      34.516861979
Earth Umbral      Jan 01 2024 17:59:59.417968750   Jan 01 2024 18:34:11.105468750      34.194791667
Earth Penumbral   Jan 01 2024 18:07:57.476562500   Jan 01 2024 18:42:28.554687500      34.517968750
Earth Umbral      Jan 01 2024 18:08:07.105468750   Jan 01 2024 18:42:18.992187500      34.198111979
Earth Umbral      Jan 01 2024 18:19:16.878906250   Jan 01 2024 18:53:28.566406250      34.194791667
Earth Penumbral   Jan 01 2024 18:19:07.250000000   Jan 01 2024 18:53:38.195312500      34.515755208
Earth Umbral      Jan 01 2024 18:31:34.054687500   Jan 01 2024 19:05:44.414062500      34.172656250
Earth Penumbral   Jan 01 2024 18:31:24.359375000   Jan 01 2024 19:05:54.109375000      34.495833333
Earth Penumbral   Jan 01 2024 18:41:08.402343750   Jan 01 2024 19:15:36.359375000      34.465950521
Earth Umbral      Jan 01 2024 18:41:18.097656250   Jan 01 2024 19:15:26.664062500      34.142773437
Earth Penumbral   Jan 01 2024 18:48:11.808593750   Jan 01 2024 19:22:41.492187500      34.494726562
Earth Umbral      Jan 01 2024 18:48:21.437500000   Jan 01 2024 19:22:31.863281250      34.173763021
Earth Umbral      Jan 01 2024 18:56:24.078125000   Jan 01 2024 19:30:37.093750000      34.216927083
Earth Penumbral   Jan 01 2024 18:56:14.449218750   Jan 01 2024 19:30:46.789062500      34.538997396
Earth Penumbral   Jan 01 2024 19:07:31.328125000   Jan 01 2024 19:42:01.210937500      34.498046875
