  Shadow Event             Entry Epoch                      Exit Epoch                 Duration(min)
Earth Penumbral   Jan 01 2024 13:22:49.566406250   Jan 01 2024 13:57:55.109375000      35.092382812
Earth Umbral      Jan 01 2024 13:30:20.066406250   Jan 01 2024 14:05:09.605468750      34.825651042
Earth Penumbral   Jan 01 2024 13:30:10.769531250   Jan 01 2024 14:05:18.835937500      35.134440104
Earth Umbral      Jan 01 2024 13:38:26.625000000   Jan 01 2024 14:13:19.351562500      34.878776042
Earth Penumbral   Jan 01 2024 13:38:17.328125000   Jan 01 2024 14:13:28.648437500      35.188671875
Earth Umbral      Jan 01 2024 13:49:02.464843750   Jan 01 2024 14:23:52.269531250      34.830078125
Earth Penumbral   Jan 01 2024 13:48:53.234375000   Jan 01 2024 14:24:01.500000000      35.137760417
Earth Umbral      Jan 01 2024 14:00:22.597656250   Jan 01 2024 14:35:08.285156250      34.761458333
Earth Penumbral   Jan 01 2024 14:00:13.300781250   Jan 01 2024 14:35:17.582031250      35.071354167
Earth Umbral      Jan 01 2024 14:09:45.058593750   Jan 01 2024 14:44:32.605468750      34.792447917
Earth Penumbral   Jan 01 2024 14:09:35.761718750   Jan 01 2024 14:44:41.902343750      35.102343750
Earth Penumbral   Jan 01 2024 14:17:00.285156250   Jan 01 2024 14:52:09.812500000      35.158789062
Earth Umbral      Jan 01 2024 14:17:09.582031250   Jan 01 2024 14:52:00.515625000      34.848893229
Earth Umbral      Jan 01 2024 14:25:13.550781250   Jan 01 2024 15:00:05.148437500      34.859960937
Earth Penumbral   Jan 01 2024 14:25:04.320312500   Jan 01 2024 15:00:14.378906250      35.167643229
Earth Penumbral   Jan 01 2024 14:35:40.625000000   Jan 01 2024 15:10:50.019531250      35.156575521
Earth Umbral      Jan 01 2024 14:35:49.921875000   Jan 01 2024 15:10:40.722656250      34.846679688
Earth Umbral      Jan 01 2024 14:47:24.996093750   Jan 01 2024 15:22:13.804687500      34.813476562
Earth Penumbral   Jan 01 2024 14:47:15.632812500   Jan 01 2024 15:22:23.101562500      35.124479167
Earth Penumbral   Jan 01 2024 14:56:41.480468750   Jan 01 2024 15:31:47.089843750      35.093489583
Earth Umbral      Jan 01 2024 14:56:50.777343750   Jan 01 2024 15:31:37.792968750      34.783593750
Earth Penumbral   Jan 01 2024 15:03:49.601562500   Jan 01 2024 15:38:57.667968750      35.134440104
Earth Umbral      Jan 01 2024 15:03:58.832031250   Jan 01 2024 15:38:48.437500000      34.826757812
Earth Umbral      Jan 01 2024 15:11:57.355468750   Jan 01 2024 15:46:50.148437500      34.879882812
Earth Penumbral   Jan 01 2024 15:11:48.058593750   Jan 01 2024 15:46:59.445312500      35.189778646
Earth Umbral      Jan 01 2024 15:22:41.296875000   Jan 01 2024 15:57:31.101562500      34.830078125
Earth Penumbral   Jan 01 2024 15:22:32.000000000   Jan 01 2024 15:57:40.332031250      35.138867187
Earth Penumbral   Jan 01 2024 15:34:05.281250000   Jan 01 2024 16:09:09.562500000      35.071354167
Earth Umbral      Jan 01 2024 15:34:14.511718750   Jan 01 2024 16:09:00.265625000      34.762565104
Earth Penumbral   Jan 01 2024 15:43:27.808593750   Jan 01 2024 16:18:34.015625000      35.103450521
Earth Umbral      Jan 01 2024 15:43:37.105468750   Jan 01 2024 16:18:24.652343750      34.792447917
Earth Umbral      Jan 01 2024 15:50:48.546875000   Jan 01 2024 16:25:39.546875000      34.850000000
Earth Penumbral   Jan 01 2024 15:50:39.250000000   Jan 01 2024 16:25:48.843750000      35.159895833
Earth Umbral      Jan 01 2024 15:58:44.347656250   Jan 01 2024 16:33:35.945312500      34.859960937
Earth Penumbral   Jan 01 2024 15:58:35.050781250   Jan 01 2024 16:33:45.175781250      35.168750000
Earth Umbral      Jan 01 2024 16:09:28.753906250   Jan 01 2024 16:44:19.687500000      34.848893229
Earth Penumbral   Jan 01 2024 16:09:19.523437500   Jan 01 2024 16:44:28.984375000      35.157682292
Earth Penumbral   Jan 01 2024 16:21:07.746093750   Jan 01 2024 16:56:15.281250000      35.125585937
Earth Umbral      Jan 01 2024 16:21:17.109375000   Jan 01 2024 16:56:05.917968750      34.813476562
Earth Penumbral   Jan 01 2024 16:30:33.527343750   Jan 01 2024 17:05:39.136718750      35.093489583
Earth Umbral      Jan 01 2024 16:30:42.824218750   Jan 01 2024 17:05:29.839843750      34.783593750
Earth Umbral      Jan 01 2024 16:37:37.730468750   Jan 01 2024 17:12:27.335937500      34.826757812
Earth Penumbral   Jan 01 2024 16:37:28.500000000   Jan 01 2024 17:12:36.566406250      35.134440104
Earth Umbral      Jan 01 2024 16:45:28.152343750   Jan 01 2024 17:20:21.011718750      34.880989583
Earth Penumbral   Jan 01 2024 16:45:18.855468750   Jan 01 2024 17:20:30.242187500      35.189778646
Earth Umbral      Jan 01 2024 16:56:20.062500000   Jan 01 2024 17:31:09.933593750      34.831184896
Earth Penumbral   Jan 01 2024 16:56:10.832031250   Jan 01 2024 17:31:19.164062500      35.138867187
Earth Penumbral   Jan 01 2024 17:07:57.261718750   Jan 01 2024 17:43:01.542968750      35.071354167
Earth Umbral      Jan 01 2024 17:08:06.492187500   Jan 01 2024 17:42:52.312500000      34.763671875
Earth Umbral      Jan 01 2024 17:17:29.152343750   Jan 01 2024 17:52:16.765625000      34.793554687
Earth Penumbral   Jan 01 2024 17:17:19.855468750   Jan 01 2024 17:52:26.128906250      35.104557292
Earth Penumbral   Jan 01 2024 17:24:18.281250000   Jan 01 2024 17:59:27.875000000      35.159895833
Earth Umbral      Jan 01 2024 17:24:27.578125000   Jan 01 2024 17:59:18.578125000      34.850000000
Earth Umbral      Jan 01 2024 17:32:15.078125000   Jan 01 2024 18:07:06.742187500      34.861067708
Earth Penumbral   Jan 01 2024 17:32:05.847656250   Jan 01 2024 18:07:16.039062500      35.169856771
Earth Penumbral   Jan 01 2024 17:42:58.421875000   Jan 01 2024 18:18:07.882812500      35.157682292
Earth Umbral      Jan 01 2024 17:43:07.652343750   Jan 01 2024 18:17:58.585937500      34.848893229
Earth Umbral      Jan 01 2024 17:55:09.222656250   Jan 01 2024 18:29:58.097656250      34.814583333
Earth Penumbral   Jan 01 2024 17:54:59.925781250   Jan 01 2024 18:30:07.394531250      35.124479167
Earth Umbral      Jan 01 2024 18:04:34.871093750   Jan 01 2024 18:39:21.886718750      34.783593750
Earth Penumbral   Jan 01 2024 18:04:25.574218750   Jan 01 2024 18:39:31.183593750      35.093489583
Earth Umbral      Jan 01 2024 18:11:16.628906250   Jan 01 2024 18:46:06.234375000      34.826757812
Earth Penumbral   Jan 01 2024 18:11:07.332031250   Jan 01 2024 18:46:15.531250000      35.136653646
Earth Umbral      Jan 01 2024 18:18:58.949218750   Jan 01 2024 18:53:51.808593750      34.880989583
Earth Penumbral   Jan 01 2024 18:18:49.718750000   Jan 01 2024 18:54:01.105468750      35.189778646
Earth Umbral      Jan 01 2024 18:29:58.960937500   Jan 01 2024 19:04:48.765625000      34.830078125
Earth Penumbral   Jan 01 2024 18:29:49.664062500   Jan 01 2024 19:04:58.062500000      35.139973958
Earth Umbral      Jan 01 2024 18:41:58.472656250   Jan 01 2024 19:16:44.292968750      34.763671875
Earth Penumbral   Jan 01 2024 18:41:49.242187500   Jan 01 2024 19:16:53.589843750      35.072460937
Earth Umbral      Jan 01 2024 18:51:21.265625000   Jan 01 2024 19:26:08.878906250      34.793554687
Earth Penumbral   Jan 01 2024 18:51:11.968750000   Jan 01 2024 19:26:18.242187500      35.104557292
Earth Umbral      Jan 01 2024 18:58:06.542968750   Jan 01 2024 19:32:57.542968750      34.850000000
Earth Penumbral   Jan 01 2024 18:57:57.246093750   Jan 01 2024 19:33:06.839843750      35.159895833
Earth Umbral      Jan 01 2024 19:05:45.941406250   Jan 01 2024 19:40:37.605468750      34.861067708
Earth Penumbral   Jan 01 2024 19:05:36.644531250   Jan 01 2024 19:40:46.835937500      35.169856771
Earth Umbral      Jan 01 2024 19:16:46.617187500   Jan 01 2024 19:51:37.550781250      34.848893229
Earth Penumbral   Jan 01 2024 19:16:37.320312500   Jan 01 2024 19:51:46.847656250      35.158789062
Earth Umbral      Jan 01 2024 19:29:01.402343750   Jan 01 2024 20:03:50.277343750      34.814583333
Earth Penumbral   Jan 01 2024 19:28:52.039062500   Jan 01 2024 20:03:59.574218750      35.125585937
Earth Umbral      Jan 01 2024 19:38:26.917968750   Jan 01 2024 20:13:13.933593750      34.783593750
Earth Penumbral   Jan 01 2024 19:38:17.621093750   Jan 01 2024 20:13:23.230468750      35.093489583
Earth Penumbral   Jan 01 2024 19:44:46.230468750   Jan 01 2024 20:19:54.429687500      35.136653646
Earth Umbral      Jan 01 2024 19:44:55.527343750   Jan 01 2024 20:19:45.132812500      34.826757812
Earth Umbral      Jan 01 2024 19:52:29.812500000   Jan 01 2024 20:27:22.671875000      34.880989583
Earth Penumbral   Jan 01 2024 19:52:20.515625000   Jan 01 2024 20:27:31.968750000      35.190885417
